"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"243";"-1,567778";"47,217778";"47°13'4.001N 1°34'4.001W";"44109";"Boulevard Guist'hau";"Maison de ville de M et Mme LEROUX";"44000";"NANTES";"05/02/2002";"En extérieur";"FicheMesure243.pdf";"Oui";"0,21";"Divers";"APAVE";"";"0,38";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,391";"";"-85,958"
"244";"-1,568611";"47,217778";"47°13'4.001N 1°34'7.000W";"44109";"Boulevard Guist'hau";"Appartement de M et Mme HASTINGS situé au 7ème et dernier étage.";"44000";"NANTES";"05/02/2002";"En extérieur";"FicheMesure244.pdf";"Oui";"0,21";"Divers";"APAVE";"";"0,19";"";"";"";"";"";"0,16";"";"";"";"";"";"";"0,37";"";"1,02";"";"";"";"";"";"";"0,248";"";"-18,283"
"245";"-1,568056";"47,2175";"47°13'3.000N 1°34'5.002W";"44109";"Boulevard Guist'hau";"7ème et dernier étage du bâtiment";"44000";"NANTES";"05/02/2002";"En intérieur";"FicheMesure245.pdf";"Oui";"0,21";"Lieu d'habitation";"APAVE";"";"0,12";"";"";"";"";"";"0,15";"";"";"";"";"";"";"";"";"0,31";"";"";"";"";"";"";"0,192";"";"8,527"
"266";"-4,282222";"47,840278";"47°50'25.001N 4°16'55.999W";"29171";"Rue Isidore Le Garo";"Bâtiment des Services Techniques municipaux";"29120";"PLOMEUR";"06/02/2002";"En extérieur";"FicheMesure266.pdf";"Oui";"0,09";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,37";"";"";"";"";"";"";"";"";""
"268";"-4,28";"47,842222";"47°50'31.999N 4°16'48.000W";"29171";"Route de Pont l'Abbé";"Groupe scolaire Louis Corot";"29120";"PLOMEUR";"06/02/2002";"En extérieur";"FicheMesure268.pdf";"Oui";"0,17";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"";"";"";"";"";"";"";""
"269";"-4,28";"47,840833";"47°50'26.999N 4°16'48.000W";"29171";"Rue Isidore Le Garo";"Parking du stade et de la maison des jeunes";"29120";"PLOMEUR";"06/02/2002";"En extérieur";"FicheMesure269.pdf";"Oui";"0,05";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"";"";"";"";"";"";"";""
"485";"0,205833";"48,0125";"48°0'45.000N 0°12'20.999E";"72181";"Rue Maurice Loutreuil";"Appartement de Mme BOUHOURS - 7ème étage";"72000";"MANS";"08/04/2002";"En intérieur";"FicheMesure485.pdf";"Oui";"0,49";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"";"";"";"";"";"";"";"";"";""
"486";"0,205833";"48,012222";"48°0'43.999N 0°12'20.999E";"72181";"Rue Maurice Loutreuil";"Terrasse de l'immeuble";"72000";"MANS";"08/04/2002";"En extérieur";"FicheMesure486.pdf";"Oui";"0,88";"Divers";"APAVE";"";"0,2";"";"";"";"";"";"0,3";"";"";"";"";"";"";"0,44";"";"1,1";"";"";"";"";"";"";"0,361";"";"59,028"
"535";"-3,026667";"47,587222";"47°35'13.999N 3°1'36.001W";"56258";"Rue Inouarh Braz";"Ecole publique";"56470";"TRINITE SUR MER";"29/05/2002";"En extérieur";"FicheMesure535.pdf";"Oui";"1,17";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,05";"";"";"";"";"";"";"";"";""
"536";"-3,026667";"47,587222";"47°35'13.999N 3°1'36.001W";"56258";"Rue Inouarh Braz";"Ecole publique";"56470";"TRINITE SUR MER";"29/05/2002";"En intérieur";"FicheMesure536.pdf";"Oui";"0,59";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,49";"";"";"";"";"";"";"";"";""
"537";"-3,026667";"47,587222";"47°35'13.999N 3°1'36.001W";"56258";"Rue Inouarh Braz";"Ecole publique";"56470";"TRINITE SUR MER";"29/05/2002";"En extérieur";"FicheMesure537.pdf";"Oui";"0,5";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,31";"";"";"";"";"";"";"";"";""
"606";"-0,558056";"47,458889";"47°27'32.000N 0°33'29.002W";"49007";"Boulevard de Strasbourg";"appartement de M & Mme GUINEZ";"49000";"ANGERS";"02/07/2002";"En extérieur";"FicheMesure606.pdf";"Oui";"0,22";"Divers";"APAVE";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"";"";"";"";"";"";"";"0,11";"";"50"
"665";"-1,606667";"48,117222";"48°7'1.999N 1°36'24.001W";"35051";"Rue de la Chalotais";"Terrase de l'immeuble au 5ème étage";"35510";"CESSON SEVIGNE";"22/07/2002";"En extérieur";"FicheMesure665.pdf";"Oui";"0,89";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";""
"666";"-1,606667";"48,117222";"48°7'1.999N 1°36'24.001W";"35051";"Rue de la Chalotais";"Balcon donnant accès à la terrasse de l'immeuble.";"35510";"CESSON SEVIGNE";"22/07/2002";"En extérieur";"FicheMesure666.pdf";"Oui";"1,78";"Divers";"APAVE";"";"";"0,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,38";"";"";"";"";"";"";"0,63";"";"64,607"
"667";"-1,6425";"48,084444";"48°5'3.998N 1°38'33.000W";"35238";"Avenue de Pologne";"Collège des hautes Ournes";"35000";"RENNES";"23/07/2002";"En extérieur";"FicheMesure667.pdf";"Oui";"0,61";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"668";"-1,645278";"48,092778";"48°5'34.001N 1°38'43.001W";"35238";"Square des Hautes Ourmes";"Terrasse de l'immeuble.";"35000";"RENNES";"23/07/2002";"En extérieur";"FicheMesure668.pdf";"Oui";"1,15";"Divers";"APAVE";"";"";"0,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,39";"";"66,087"
"682";"-3,386667";"47,719444";"47°43'9.998N 3°23'12.001W";"56107";"Résidence du château d'eau";"Pavillon";"56260";"LARMOR PLAGE";"27/08/2002";"En extérieur";"FicheMesure682.pdf";"Oui";"0,55";"Rue / Route / Parking";"APAVE";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"";"";"";"";"";"0,09";"";"83,636"
"683";"-3,386667";"47,719444";"47°43'9.998N 3°23'12.001W";"56107";"Rue de Ploemer";"Pavillon";"56260";"LARMOR PLAGE";"27/08/2002";"En intérieur";"FicheMesure683.pdf";"Oui";"0,56";"Lieu d'habitation";"APAVE";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"71,429"
"684";"-3,386667";"47,719444";"47°43'9.998N 3°23'12.001W";"56107";"Rue de Ploemer";"Parking extérieur de l'immeuble";"56260";"LARMOR PLAGE";"27/08/2002";"En extérieur";"FicheMesure684.pdf";"Oui";"0,59";"Rue / Route / Parking";"APAVE";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,31";"";"";"";"";"";"";"0,06";"";"89,831"
"767";"-0,558333";"47,458333";"47°27'29.999N 0°33'29.999W";"49007";"Boulevard de Strasbourg";"appartement de M & Mme GUINEZ";"49000";"ANGERS";"27/09/2002";"En extérieur";"FicheMesure767.pdf";"Oui";"0,19";"Divers";"APAVE";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"";"";"";"";"";"";"";"0,11";"";"42,105"
"773";"-1,646111";"48,114722";"48°6'52.999N 1°38'46.000W";"35238";"Rue du Bois Perrin";"Bâtiment Services Centraux et Bâtiments d'hospitalisation pour enfants annexes";"35000";"RENNES";"14/10/2002";"En extérieur";"FicheMesure773.pdf";"Oui";"0,54";"Rue / Route / Parking";"APAVE";"";"0,06";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,31";"";"";"";"";"";"";"";"";"0,134";"";"75,155"
"774";"-0,558889";"47,458333";"47°27'29.999N 0°33'32.000W";"49007";"Rue de Frémur";"résidence de Mme DRAILLARD";"49000";"ANGERS";"27/09/2002";"En intérieur";"FicheMesure774.pdf";"Oui";"0,37";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,39";"";"";"";"";"";"";"";"";"";"";""
"943";"-2,235";"48,525278";"48°31'31.001N 2°14'6.000W";"22172";"Rue Francis Cade";"Bureau de Monsieur HEISSAT.";"22130";"PLANCOET";"22/10/2002";"En intérieur";"FicheMesure943.pdf";"Oui";"0,42";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";""
"944";"-2,235";"48,525278";"48°31'31.001N 2°14'6.000W";"22172";"Rue Petit Billy";"Foyer logements de personnes âgées de Plancoet.";"22130";"PLANCOET";"22/10/2002";"En intérieur";"FicheMesure944.pdf";"Oui";"0,63";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";""
"946";"-3,815556";"48,590556";"48°35'26.002N 3°48'56.002W";"29151";"Rue Michel Bakoumine";"A proximité du parking du bâtiment n°8.";"29600";"MORLAIX";"30/10/2002";"En extérieur";"FicheMesure946.pdf";"Oui";"0,34";"Rue / Route / Parking";"APAVE";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"29,412"
"947";"-3,815556";"48,590556";"48°35'26.002N 3°48'56.002W";"29151";"Rue Michel Bakoumine";"Sur la terrasse du bâtiment n°8";"29600";"MORLAIX";"30/10/2002";"En extérieur";"FicheMesure947.pdf";"Oui";"0,82";"Divers";"APAVE";"";"0,67";"";"";"";"";"";"";"";"";"";"";"";"";"0,33";"";"0,4";"";"";"";"";"";"";"0,67";"";"18,293"
"948";"-3,815556";"48,590556";"48°35'26.002N 3°48'56.002W";"29151";"Rue Michel Bakoumine";"Appart, 60 chez Mme QUELENN";"29600";"MORLAIX";"30/10/2002";"En intérieur";"FicheMesure948.pdf";"Oui";"0,41";"Lieu d'habitation";"APAVE";"";"0,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"36,585"
"970";"-3,153333";"48,569722";"48°34'10.999N 3°9'11.999W";"22070";"Allée des Chataigniers- Groupe Scolaire de Castel";"Classe maternelle";"22200";"GUINGAMP";"27/11/2002";"En extérieur";"FicheMesure970.pdf";"Oui";"0,17";"Divers";"APAVE";"";"0,12";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,144";"";"15,163"
"971";"-3,153333";"48,569722";"48°34'10.999N 3°9'11.999W";"22070";"Allée des Châtaigniers-Groupe Scolaire de Castel P";"Classe primaire";"22200";"GUINGAMP";"27/11/2002";"En intérieur";"FicheMesure971.pdf";"Oui";"0,22";"Lieu d'habitation";"APAVE";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"40,909"
"972";"-3,153333";"48,569722";"48°34'10.999N 3°9'11.999W";"22070";"Allée des Châtaigniers-Groupe Scolaire de Castel P";"Cour de récréation de l'école primaire";"22200";"GUINGAMP";"27/11/2002";"En extérieur";"FicheMesure972.pdf";"Oui";"0,25";"Rue / Route / Parking";"APAVE";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"0,24";"";"4"
"983";"-1,682778";"48,1125";"48°6'45.000N 1°40'58.001W";"35238";"Rue de la Monnaie";"L'appartement est situé au 3ème et avant dernier étage de l'immeuble.";"35000";"RENNES";"28/11/2002";"En intérieur";"FicheMesure983.pdf";"Oui";"0,64";"Lieu d'habitation";"APAVE";"";"";"0,23";"";"";"";"";"";"";"";"";"";"";"";"0,47";"";"0,39";"";"";"";"";"";"";"0,23";"";"64,063"
"986";"-1,682778";"48,1125";"48°6'45.000N 1°40'58.001W";"35238";"Rue de la Monnaie";"L'appartement est situé au 3ème et avant dernier étage de l'immeuble.";"35000";"RENNES";"28/11/2002";"En intérieur";"FicheMesure986.pdf";"Oui";"0,65";"Lieu d'habitation";"APAVE";"";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"63,077"
"1013";"0,201389";"47,978056";"47°58'41.002N 0°12'5.000E";"72181";"Rue Jules Ferry";"";"72100";"MANS";"02/12/2002";"En extérieur";"FicheMesure1013.pdf";"Oui";"0,72";"Rue / Route / Parking";"SR Donges";"";"";"0,06";"";"0,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,316";"";"56,145"
"1052";"-1,5025";"48,046111";"48°2'46.000N 1°30'9.000W";"35069";"Rue Sainte Croix";"Cour de récréation de l'école sainte croix";"35410";"CHATEAUGIRON";"27/01/2003";"En extérieur";"FicheMesure1052.pdf";"Oui";"0,08";"Rue / Route / Parking";"APAVE";"";"";"0,38";"";"";"";"";"";"";"";"";"";"";"";"0,5";"";"";"";"";"";"";"";"";"0,38";"";"-375"
"1053";"-1,5025";"48,046111";"48°2'46.000N 1°30'9.000W";"35069";"Rue Sainte Croix";"Porte d'entrée du cinéma";"35410";"CHATEAUGIRON";"27/01/2003";"En extérieur";"FicheMesure1053.pdf";"Oui";"0,71";"Rue / Route / Parking";"APAVE";"";"";"0,3";"";"";"";"";"";"";"";"";"";"";"";"0,69";"";"1,16";"";"";"";"";"";"";"0,3";"";"57,746"
"1054";"-1,5025";"48,046111";"48°2'46.000N 1°30'9.000W";"35069";"Rue Sainte Croix";"Hall d'entrée du cinéma le paradisio";"35410";"CHATEAUGIRON";"27/01/2003";"En extérieur";"FicheMesure1054.pdf";"Oui";"0,14";"Rue / Route / Parking";"APAVE";"";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"0,24";"";"-71,429"
"1325";"-2,406667";"47,282778";"47°16'58.001N 2°24'24.001W";"44055";"Avenue du Maréchal de Lattre de Tassigny";"Chez M. GENONI appartement situé au 15ème et avant dernier étage. ( SITE SFR n°440181)";"44500";"BAULE ESCOUBLAC";"28/11/2002";"En intérieur";"FicheMesure1325.pdf";"Oui";"2,73";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"";"";"";"";"";"";"";"";"";""
"1326";"-2,406667";"47,282778";"47°16'58.001N 2°24'24.001W";"44055";"Avenue du Maréchal de lattre de Tassigny";"Sur la terrasse du bâtiment (site SFR n°440181)";"44500";"BAULE ESCOUBLAC";"28/11/2002";"En extérieur";"FicheMesure1326.pdf";"Oui";"7,71";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,32";"";"1,32";"";"";"";"";"";"";"";"";""
"1327";"-2,406667";"47,282778";"47°16'58.001N 2°24'24.001W";"44055";"Avenue du Maréchal de Lattre de Tassigny";"Sur la terrasse du bâtiment. (site SFR n°440181)";"44500";"BAULE ESCOUBLAC";"28/11/2002";"En extérieur";"FicheMesure1327.pdf";"Oui";"6,48";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,96";"";"0,32";"";"";"";"";"";"";"";"";""
"1328";"-2,406667";"47,2825";"47°16'57.000N 2°24'24.001W";"44055";"Esplanade Lucien Barrière";"Hôtel HERMITAGE site SFR n°440090";"44500";"BAULE ESCOUBLAC";"27/11/2002";"En intérieur";"FicheMesure1328.pdf";"Oui";"0,82";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"";"";"";"";"";"";"";""
"1330";"0,202778";"48,004722";"48°0'16.999N 0°12'10.001E";"72181";"Place des Comtes du Maine";"A proximité du site SFR n°720017.";"72000";"MANS";"11/12/2002";"En extérieur";"FicheMesure1330.pdf";"Oui";"0,7";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"0,15";"";"";"";"";"";"";"";"";""
"1648";"-3,534444";"47,893056";"47°53'35.002N 3°32'3.998W";"29297";"Rue du Fourden";"Les mesures ont été réalisées en extérieur à proximité du site";"29300";"TREMEVEN";"09/12/2002";"En extérieur";"FicheMesure1648.pdf";"Oui";"2,2";"Rue / Route / Parking";"BUREAU VERITAS";"";"2,97";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"2,97";"";"-35"
"1649";"-3,534722";"47,892222";"47°53'31.999N 3°32'4.999W";"29297";"Rue du Fourden";"Les mesures ont été réalisées en extérieur à proximité du site";"29300";"TREMEVEN";"09/12/2002";"En extérieur";"FicheMesure1649.pdf";"Oui";"2,2";"Rue / Route / Parking";"BUREAU VERITAS";"";"2,09";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"2,09";"";"5"
"1650";"-4,206667";"48,1";"48°6'0.000N 4°12'24.001W";"29134";"La Motte";"Les mesures ont été réalisées en extérieur sur le Camping de La Motte";"29180";"LOCRONAN";"09/12/2002";"En extérieur";"FicheMesure1650.pdf";"Oui";"0,1";"Divers";"BUREAU VERITAS";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"0,17";"";"-70"
"1651";"-3,916111";"47,882778";"47°52'58.001N 3°54'58.000W";"29039";"Place du Marché";"Les mesures ont été réalisées en extérieur sur le site de Kerandon ( place du marché, rue des Acacias, rue des Frenes, rue des Peupliers et avenue des Cascades )";"29900";"CONCARNEAU";"10/12/2002";"En extérieur";"FicheMesure1651.pdf";"Oui";"0,5";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,55";"";"";"0,23";"";"";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"";"";"0,596";"";"-19,231"
"1652";"-3,916111";"47,881944";"47°52'54.998N 3°54'58.000W";"29039";"Place du Marché";"Les mesures ont été réalisées dans l'appartement n° 59 - 10e étage - 19 place du marché - 29 - CONCARNEAU (M. SELLIN).";"29900";"CONCARNEAU";"10/12/2002";"En intérieur";"FicheMesure1652.pdf";"Oui";"1,7";"Lieu d'habitation";"BUREAU VERITAS";"";"1,81";"";"";"0,7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,941";"";"-14,156"
"1653";"-3,833333";"48,588611";"48°35'19.000N 3°49'59.999W";"29151";"Place du Marché";"Les mesures ont été réalisées sur le site de La Boissière.";"29600";"MORLAIX";"11/12/2002";"En extérieur";"FicheMesure1653.pdf";"Oui";"1,2";"Rue / Route / Parking";"BUREAU VERITAS";"";"1,3";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"1,3";"";"-8,333"
"1654";"-3,826667";"48,578333";"48°34'41.999N 3°49'36.001W";"29151";"Rue Gen Le Flo";"Les mesures ont été réalisées en extérieur dans la périphérie de l'école DIWAN 17 rue Gen Le Flo";"29600";"MORLAIX";"11/12/2002";"En extérieur";"FicheMesure1654.pdf";"Oui";"0,8";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,84";"";"";"";"";"";"";"";"";"";"";"";"";"0,23";"";"";"";"";"";"";"";"";"0,84";"";"-5"
"1655";"-3,833611";"48,588889";"48°35'20.000N 3°50'1.000W";"29151";"La Boissière";"Les mesures ont été réalisées dans l'appartement n°737 - bâtiment A - de Mme DELABROY-FLOCH.";"29600";"MORLAIX";"11/12/2002";"En intérieur";"FicheMesure1655.pdf";"Oui";"0,3";"Lieu d'habitation";"BUREAU VERITAS";"";"0,27";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"0,25";"";"";"";"";"";"";"0,27";"";"10"
"1656";"-1,552778";"47,218056";"47°13'5.002N 1°33'10.001W";"44109";"Rue Porte Neuve";"Les mesures ont été réalisées dans l'appartement n°60, 10 eme étage de Mme Morilleau";"44000";"NANTES";"17/12/2002";"En intérieur";"FicheMesure1656.pdf";"Oui";"0,3";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,44";"";"0,2";"";"";"";"";"";"";"";"";""
"1657";"-1,676944";"48,116944";"48°7'0.998N 1°40'36.998W";"35238";"Rue De la Palestine";"Les mesures ont été réalisées dans la cour du bâtiment D2 de l'école Saint Vincent de la Providence.";"35000";"RENNES";"18/12/2002";"En extérieur";"FicheMesure1657.pdf";"Oui";"0,1";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";""
"1658";"-1,676944";"48,116944";"48°7'0.998N 1°40'36.998W";"35238";"Rue de la Palestine";"Les mesures ont été réalisées au niveau du 2e étage du bâtiment D3 de l'école Saint Vincent de la Providence.";"35000";"RENNES";"16/12/2002";"En intérieur";"FicheMesure1658.pdf";"Oui";"0,4";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"";"";"";"";"";"";"";"";"";""
