"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"494";"1,001389";"45,595833";"45°35'44.999N 1°0'5.000E";"24486";"Vassoux";"Domicile de madame Marty";"24450";"SAINT PIERRE DE FRUGIE";"14/03/2002";"En extérieur";"FicheMesure494.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";""
"497";"1,706667";"46,830833";"46°49'50.999N 1°42'24.001E";"36063";"Avenue du Général de Gaulle";"Stade Jean Bizet - stade de football";"36130";"DEOLS";"23/04/2002";"En extérieur";"FicheMesure497.pdf";"Oui";"0,43";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,63";"";"";"";"";"";"";"";"";"";"";""
"498";"1,706667";"46,830833";"46°49'50.999N 1°42'24.001E";"36063";"Rue de Boislarge";"point situé sur le trottoir entre les pavillons numéros 33 et 35 de la rue de Boislarge";"36130";"DEOLS";"23/04/2002";"En extérieur";"FicheMesure498.pdf";"Oui";"0,51";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,85";"";"";"";"";"";"";"";"";"";"";""
"499";"0,245";"46,687222";"46°41'13.999N 0°14'42.000E";"86177";"Rue A.Caillard";"Ecole Jeanne d'ARC";"86170";"NEUVILLE DE POITOU";"13/03/2002";"En extérieur";"FicheMesure499.pdf";"Oui";"0,4";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,44";"";"";"";"";"";"";"";"";"";"";""
"508";"3,113056";"45,745";"45°44'42.000N 3°6'47.002E";"63014";"Rue du Prat";"Terrasse du bâtiment D.";"63170";"AUBIERE";"22/04/2002";"En extérieur";"FicheMesure508.pdf";"Oui";"0,95";"Divers";"APAVE";"";"0,16";"0,1";"";"";"";"";"0,15";"";"";"";"";"";"";"";"";"1,32";"";"";"";"";"";"";"0,241039";"";"74,627"
"509";"3,113056";"45,745";"45°44'42.000N 3°6'47.002E";"63014";"Rue du Prat";"Appartement N° 131 de Madame CHAUMAT";"63170";"AUBIERE";"22/04/2002";"En intérieur";"FicheMesure509.pdf";"Oui";"0,3";"Lieu d'habitation";"APAVE";"";"0,09";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"";"";"";"";"";"0,134536";"";"55,155"
"510";"3,113056";"45,745";"45°44'42.000N 3°6'47.002E";"63014";"Rue du Prat";"aire de jeux à proximité du bâtiment D";"63170";"AUBIERE";"22/04/2002";"En extérieur";"FicheMesure510.pdf";"Oui";"0,34";"Rue / Route / Parking";"APAVE";"";"0,14";"0,14";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,217486";"";"36,034"
"580";"1,691111";"46,810278";"46°48'37.001N 1°41'28.000E";"36044";"Avenue des Etats Unis";"Ecole Saint Pierre";"36000";"CHATEAUROUX";"05/06/2002";"En intérieur";"FicheMesure580.pdf";"Oui";"0,22";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"0,14";"";"";"";"";"";"";"";"";""
"581";"1,691111";"46,810278";"46°48'37.001N 1°41'28.000E";"36044";"Avenue Marcel Lemoine";"Lycée Jean Giraudoux";"36000";"CHATEAUROUX";"05/06/2002";"En extérieur";"FicheMesure581.pdf";"Oui";"0,27";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"0,24";"";"";"";"";"";"";"";"";""
"582";"1,691111";"46,810278";"46°48'37.001N 1°41'28.000E";"36044";"Boulevard Blaise Pascal";"Lycée Blaise Pascal";"36000";"CHATEAUROUX";"05/06/2002";"En extérieur";"FicheMesure582.pdf";"Oui";"0,25";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"";"";"";"";""
"583";"1,691111";"46,810278";"46°48'37.001N 1°41'28.000E";"36044";"Boulevard Blaise Pascal";"Lycée Blaise Pascal";"36000";"CHATEAUROUX";"05/06/2002";"En intérieur";"FicheMesure583.pdf";"Oui";"0,6";"Lieu d'habitation";"APAVE";"";"0,25";"";"";"";"";"";"";"";"";"";"";"";"";"0,47";"";"";"";"";"";"";"";"";"0,25";"";"58,333"
"600";"4,057778";"46,044722";"46°2'40.999N 4°3'28.001E";"42187";"Avenue du grand Marais";"";"42300";"ROANNE";"25/06/2002";"En extérieur";"FicheMesure600.pdf";"Oui";"0,39";"Rue / Route / Parking";"APAVE";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"71,795"
"601";"4,056667";"46,044444";"46°2'39.998N 4°3'24.001E";"42187";"Avenue du Grand Marais";"";"42300";"ROANNE";"25/06/2002";"En extérieur";"FicheMesure601.pdf";"Oui";"0,33";"Rue / Route / Parking";"APAVE";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"57,576"
"602";"4,078889";"46,040556";"46°2'26.002N 4°4'44.000E";"42187";"Rue de Bourgogne";"";"42300";"ROANNE";"25/06/2002";"En extérieur";"FicheMesure602.pdf";"Oui";"0,28";"Rue / Route / Parking";"APAVE";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"60,714"
"628";"0,693333";"45,621944";"45°37'18.998N 0°41'35.999E";"24328";"Ecole maternelle et primaire";"Ecole maternelle et primaire.";"24360";"PIEGUT PLUVIERS";"01/07/2002";"En extérieur";"FicheMesure628.pdf";"Oui";"0,19";"Rue / Route / Parking";"APAVE";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"47,368"
"629";"0,693333";"45,621944";"45°37'18.998N 0°41'35.999E";"24328";"école maternelle et primaire";"Ecole maternelle et primaire.";"24360";"PIEGUT PLUVIERS";"01/07/2002";"En intérieur";"FicheMesure629.pdf";"Oui";"0,37";"Lieu d'habitation";"APAVE";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"72,973"
"710";"1,259444";"45,839722";"45°50'22.999N 1°15'33.998E";"87085";"Rue Hoche";"Appt de Mme Jaubert, 4ème étage";"87000";"LIMOGES";"01/08/2002";"En intérieur";"FicheMesure710.pdf";"Oui";"0,5";"Lieu d'habitation";"APAVE";"";"";"0,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,62";"";"-24"
"726";"0,173056";"45,6475";"45°38'51.000N 0°10'23.002E";"16015";"Boulevard René Chabasse";"Appartement de Monsieur et Madame FAUREau 4ème étage, chambre 37 devant la fenêtre";"16000";"ANGOULEME";"04/10/2002";"En intérieur";"FicheMesure726.pdf";"Oui";"0,41";"Lieu d'habitation";"APAVE";"";"0,44";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"";"";"";"";"";"0,44";"";"-7,317"
"730";"4,411111";"45,427778";"45°25'40.001N 4°24'40.000E";"42218";"Rue Le Corbusier";"Etage 21,5 coté façade Nord derrière les antennes GSM,A noter la présence d'une grille métallique de protection contre les chutes entre le point de mesure et les antennes GSM implantées sur la façade nord";"42000";"SAINT ETIENNE";"17/09/2002";"En extérieur";"FicheMesure730.pdf";"Oui";"0,79";"Divers";"APAVE";"";"";"";"";"0,34";"";"";"";"";"";"";"";"";"";"0,4";"";"0,24";"";"";"";"";"";"";"0,34";"";"56,962"
"739";"3,330278";"45,726944";"45°43'36.998N 3°19'49.001E";"63040";"Rue du Rivet";"Terrasse du bâtiment C.";"63160";"BILLOM";"04/09/2002";"En extérieur";"FicheMesure739.pdf";"Oui";"2,06";"Divers";"APAVE";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,13";"";"";"";"";"";"";"0,11";"";"94,66"
"740";"3,330278";"45,726944";"45°43'36.998N 3°19'49.001E";"63040";"Rue du Rivet";"Aire de jeux située à proximité du bâtiment C";"63160";"BILLOM";"04/09/2002";"En extérieur";"FicheMesure740.pdf";"Oui";"0,64";"Rue / Route / Parking";"APAVE";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,6";"";"";"";"";"";"";"0,12";"";"81,25"
"761";"3,166389";"45,795278";"45°47'43.001N 3°9'59.000E";"63019";"HLM Le Breuil";"altitude : 330 m";"63510";"AULNAT";"30/10/2002";"En extérieur";"FicheMesure761.pdf";"Oui";"0,23";"Rue / Route / Parking";"ANFR SR Lyon";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"0,15";"";"34,783"
"762";"3,160556";"45,79";"45°47'24.000N 3°9'38.002E";"63019";"parking aérodrome d'Aulnat";"altitude : 334 m";"63510";"AULNAT";"30/10/2002";"En extérieur";"FicheMesure762.pdf";"Oui";"1,5";"Rue / Route / Parking";"ANFR SR Lyon";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"1,58";"";"";"";"";"";"";"";"";"0,08";"";"94,667"
"856";"4,325833";"45,396944";"45°23'48.998N 4°19'32.999E";"42044";"Rue Jean Jacques Rousseau";"Mesure éffectué dans l'appartement ( salle à manger) de Mme Bramy au 9ième étage de l'immeuble.";"42500";"CHAMBON FEUGEROLLES";"25/10/2002";"En intérieur";"FicheMesure856.pdf";"Oui";"0,38";"Lieu d'habitation";"APAVE";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"0,51";"";"0,42";"";"";"";"";"";"";"0,18";"";"52,632"
"888";"4,204444";"45,3725";"45°22'21.000N 4°12'15.998E";"43012";"Rue de la Plaine";"Mesure effectuée dans l'espace vert face à l'antenne orientée sud est située sur la toiture de l'immeuble' Les Mysosotis'.";"43110";"AUREC SUR LOIRE";"29/11/2002";"En extérieur";"FicheMesure888.pdf";"Oui";"0,11";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,32";"";"0,07";"";"";"";"";"";"";"";"";""
"893";"4,313889";"45,342222";"45°20'31.999N 4°18'50.000E";"43205";"Rue de Firminy";"Mesure effectuée dans les combles de l'immeuble de 4 étage.";"43240";"SAINT JUST MALMONT";"29/11/2002";"En intérieur";"FicheMesure893.pdf";"Oui";"0,12";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,32";"";"0,1";"";"";"";"";"";"";"";"";""
"913";"4,205278";"45,370556";"45°22'14.002N 4°12'19.001E";"43012";"Rue de Firminy";"La mesure a été réalisée au pied de l'immeuble Narcisse sous l'antenne de droite en entrant dans le parking.";"43110";"AUREC SUR LOIRE";"11/12/2002";"En extérieur";"FicheMesure913.pdf";"Oui";"0,49";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"0,28";"";"";"";"";"";"";"";"";""
"914";"4,204722";"45,370278";"45°22'13.001N 4°12'16.999E";"43012";"Rue de Firminy";"La mesure a été faite à l'entrée du parking face à l'antenne à gauche de l'immeuble (en entrant dans le parking).";"43110";"AUREC SUR LOIRE";"11/12/2002";"En extérieur";"FicheMesure914.pdf";"Oui";"0,69";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,23";"";"0,51";"";"";"";"";"";"";"";"";""
"915";"4,205";"45,370278";"45°22'13.001N 4°12'18.000E";"43012";"Rue de Firminy";"la mesure est faite dans le parking à l'arrière de l'immeuble, face à l'antenne.";"43110";"AUREC SUR LOIRE";"11/12/2002";"En extérieur";"FicheMesure915.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"";"";"";"";"";"";"";""
"916";"4,110556";"45,309167";"45°18'33.001N 4°6'38.002E";"43020";"la Recluzière";"dans le jardin d'enfants.";"43210";"BAS EN BASSET";"11/12/2002";"En extérieur";"FicheMesure916.pdf";"Oui";"0,61";"Divers";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"";"";"";"";"";"";"";""
"917";"4,11";"45,310278";"45°18'37.001N 4°6'36.000E";"43020";"la Recluzière";"près des étendages.";"43210";"BAS EN BASSET";"11/12/2002";"En extérieur";"FicheMesure917.pdf";"Oui";"0,5";"Divers";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,5";"";"";"";"";"";"";"";"";""
"1014";"0,245278";"46,687778";"46°41'16.001N 0°14'43.001E";"86177";"Square du souvenir";"";"86170";"NEUVILLE DE POITOU";"05/12/2002";"En extérieur";"FicheMesure1014.pdf";"Oui";"1,48";"Rue / Route / Parking";"SR Donges";"";"0,14";"0,4";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,33";"";"";"";"";"";"";"0,423792";"";"71,365"
"1015";"3,103056";"45,705833";"45°42'20.999N 3°6'11.002E";"63084";"Route d'Opme";"Mesure dans le jardin de Mr et Mme CŒUR à 23 m de la maison, 6 m du muret séparant le jardin du chemin et à 31 m de la ligne haute tension EDF (220 kV).";"63450";"CHANONAT";"22/01/2003";"En extérieur";"FicheMesure1015.pdf";"Oui";"1,8";"Rue / Route / Parking";"AEMC MESURES";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";""
"1016";"3,113333";"45,703056";"45°42'11.002N 3°6'47.999E";"63084";"Route d'Opme";"Mesure sur le perron côté parking de Mr et Mme TREUILLET à 1 m de la maison, 5 m du muret en face de la maison. La maison se situe à 50 m de ligne haute tension EDF (220 kV).";"63450";"CHANONAT";"22/01/2003";"En extérieur";"FicheMesure1016.pdf";"Oui";"0";"Rue / Route / Parking";"AEMC MESURES";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";""
"1017";"3,103611";"45,701944";"45°42'6.998N 3°6'13.000E";"63084";"Route d'Opme";"Mesure dans le salon de Mr et Mme CŒUR à 51 m de la ligne haute tension EDF (220 kV).";"63450";"CHANONAT";"22/01/2003";"En intérieur";"FicheMesure1017.pdf";"Oui";"0";"Lieu d'habitation";"AEMC MESURES";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1067";"2,305";"45,558056";"45°33'29.002N 2°18'18.000E";"19275";"Rue du Puy de Sancy";"site Towercast rue du Puy de Sancy.";"19200";"USSEL";"03/02/2003";"En extérieur";"FicheMesure1067.pdf";"Oui";"4,34";"Rue / Route / Parking";"APAVE";"";"4,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4,55";"";"-4,839"
"1068";"2,305556";"45,557222";"45°33'25.999N 2°18'20.002E";"19275";"Rue du Puy de Sancy";"sur le trottoir devant le n°18 de la rue.";"19200";"USSEL";"03/02/2003";"En extérieur";"FicheMesure1068.pdf";"Oui";"1,28";"Rue / Route / Parking";"APAVE";"";"1,47";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,28";"";"";"";"";"";"";"1,47";"";"-14,844"
"1069";"2,306667";"45,556944";"45°33'24.998N 2°18'24.001E";"19275";"Rue des Genêts";"Sur le trottoir devant le n°8 de la rue.";"19200";"USSEL";"03/02/2003";"En extérieur";"FicheMesure1069.pdf";"Oui";"1,42";"Rue / Route / Parking";"APAVE";"";"1,83";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"";"";"";"1,831338";"";"-28,967"
"1070";"2,301667";"45,559722";"45°33'34.999N 2°18'6.001E";"19275";"Chemin de Laborde";"Sur le trottoir devant le n°3 de la rue.";"19200";"USSEL";"04/02/2003";"En extérieur";"FicheMesure1070.pdf";"Oui";"0,21";"Rue / Route / Parking";"APAVE";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"9,524"
"1071";"2,307222";"45,555278";"45°33'19.001N 2°18'25.999E";"19275";"Rue des Perce-Neige";"Sur le trottoir devant le n°18 de la rue.";"19200";"USSEL";"04/02/2003";"En extérieur";"FicheMesure1071.pdf";"Oui";"0,53";"Rue / Route / Parking";"APAVE";"";"0,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"32,075"
"1097";"3,962222";"46,100278";"46°6'1.001N 3°57'43.999E";"42231";"Rue Madonne";"Sur le balcon au premier étage (M. Truchan) donnant sur le château d'eau.";"42640";"SAINT GERMAIN LESPINASSE";"13/02/2003";"En extérieur";"FicheMesure1097.pdf";"Oui";"0,82";"Divers";"CSTB - Saint Martin d'Heres";"";"";"0,26";"";"1";"";"";"";"";"";"";"";"";"";"0,71";"";"0,21";"";"";"";"";"";"";"1,033247";"";"-26,006"
"1098";"3,965833";"46,101111";"46°6'4.000N 3°57'56.999E";"42231";"Groupe Scolaire";"Dans la cour du Groupe Scolaire de St Germain Lespinasse.";"42640";"SAINT GERMAIN LESPINASSE";"13/02/2003";"En extérieur";"FicheMesure1098.pdf";"Oui";"0,34";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"";"0,38";"";"0,15";"";"";"";"";"";"";"0,07";"";"79,412"
"1099";"3,965833";"46,101111";"46°6'4.000N 3°57'56.999E";"42231";"Ecole Communale";"Dans le couloir donnant sur le château d'eau à travers une porte vitrée . Groupe Scolaire de St Germain Lespinasse.";"42640";"SAINT GERMAIN LESPINASSE";"13/02/2003";"En extérieur";"FicheMesure1099.pdf";"Oui";"0,38";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"0,41";"";"0,13";"";"";"";"";"";"";"0,17";"";"55,263"
"1149";"-0,418889";"46,336111";"46°20'10.000N 0°25'8.000W";"79191";"Rue Joule";"Salle de séjour.";"79000";"NIORT";"18/02/2003";"En intérieur";"FicheMesure1149.pdf";"Oui";"0,16";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";""
"1150";"-0,418889";"46,336111";"46°20'10.000N 0°25'8.000W";"79191";"Rue des Herbillaux";"Parking du SIEDS (Syndicat Intercommunal d'Energie des Deux Sèvres).";"79000";"NIORT";"18/02/2003";"En extérieur";"FicheMesure1150.pdf";"Oui";"0,19";"Rue / Route / Parking";"APAVE";"";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"0,1";"";"47,368"
